日期,处理水量(m³),电耗(kWh),PAC投加量(kg),PAM投加量(kg),次氯酸钠投加量(kg),进水COD(mg/L),出水COD(mg/L),进水TN(mg/L),出水TN(mg/L)
2024-01-19,11353.0,3801.0,215.0,60.0,134.0,216.4,-294.7,4.9,-13.2
2024-01-20,11486.0,3445.0,212.0,63.0,136.0,209.2,-276.6,7.6,-22.0
2024-01-21,11130.0,3315.0,216.0,50.0,132.0,209.1,-279.5,4.6,-12.5
2024-01-22,11547.0,3642.0,162.0,87.0,137.0,207.8,-281.0,4.6,-12.2
2024-01-23,11867.0,4078.0,190.0,58.0,141.0,203.0,-276.8,1.7,-4.0
2024-01-24,11248.0,4054.0,204.0,53.0,133.0,193.1,-256.4,-1.1,3.2
2024-01-25,11710.0,4041.0,248.0,71.0,139.0,208.9,-278.4,0.4,-0.5
2024-01-26,11351.0,4065.0,161.0,63.0,135.0,213.2,-288.6,1.4,0.3
2024-01-27,11545.0,4251.0,196.0,63.0,137.0,211.0,-283.6,2.4,-5.2
2024-01-28,11950.0,4013.0,195.0,36.0,142.0,183.4,-242.4,-1.5,4.4
2024-01-29,11247.0,3856.0,183.0,53.0,134.0,205.0,-273.6,5.2,-14.1
2024-01-30,11365.0,3787.0,227.0,52.0,136.0,195.3,-270.2,-2.1,7.7
2024-01-31,11438.0,3863.0,182.0,53.0,137.0,195.7,-255.4,2.2,-7.0
2024-02-01,11911.0,3796.0,203.0,49.0,142.0,203.8,-277.4,2.4,-5.9
2024-02-02,11478.0,4136.0,227.0,57.0,137.0,214.9,-280.9,-4.1,13.6
2024-02-03,11363.0,3567.0,166.0,52.0,136.0,209.4,-284.1,3.2,-7.9
2024-02-04,11941.0,4143.0,189.0,60.0,143.0,193.7,-269.1,7.1,-18.2
2024-02-05,12024.0,4376.0,219.0,60.0,144.0,210.3,-283.6,4.1,-13.3
2024-02-06,12150.0,4112.0,194.0,67.0,146.0,197.0,-265.3,2.4,-2.8
2024-02-07,11619.0,3781.0,235.0,57.0,139.0,220.4,-308.5,-4.7,14.3
2024-02-08,11436.0,3947.0,167.0,61.0,137.0,220.8,-301.1,1.9,-4.0
2024-02-09,12118.0,4243.0,212.0,37.0,145.0,211.3,-290.8,2.6,-6.5
2024-02-10,11938.0,3690.0,180.0,50.0,143.0,195.5,-265.1,-1.3,5.2
2024-02-11,12033.0,4189.0,233.0,86.0,144.0,209.5,-281.7,3.1,-9.4
2024-02-12,11944.0,4493.0,227.0,51.0,143.0,198.8,-270.5,-3.9,12.3
2024-02-13,12053.0,4266.0,199.0,60.0,145.0,186.1,-251.2,4.6,-12.6
2024-02-14,12226.0,3980.0,186.0,67.0,147.0,206.9,-284.2,-4.5,13.2
2024-02-15,12673.0,4222.0,204.0,79.0,152.0,216.7,-286.7,2.7,-10.1
2024-02-16,12093.0,4195.0,246.0,77.0,145.0,199.5,-267.6,3.5,-8.7
2024-02-17,12562.0,4350.0,202.0,49.0,151.0,192.3,-264.4,-5.4,15.2
2024-02-18,12772.0,4241.0,205.0,73.0,153.0,204.8,-284.7,-1.8,3.5
2024-02-19,12387.0,4291.0,192.0,63.0,149.0,214.2,-291.9,0.0,-3.4
2024-02-20,12333.0,4088.0,176.0,62.0,148.0,207.6,-291.9,4.2,-7.6
2024-02-21,12545.0,4097.0,227.0,42.0,150.0,192.6,-261.8,-1.1,4.2
2024-02-22,12569.0,4575.0,212.0,71.0,151.0,203.3,-272.6,0.2,-0.8
2024-02-23,12023.0,4081.0,209.0,58.0,144.0,202.9,-275.2,-6.3,14.2
2024-02-24,11545.0,3589.0,173.0,63.0,138.0,189.9,-258.8,0.2,1.2
2024-02-25,12345.0,3976.0,237.0,72.0,148.0,198.0,-266.8,2.9,-6.7
2024-02-26,12765.0,4024.0,175.0,79.0,153.0,189.6,-258.6,-9.8,26.3
2024-02-27,13169.0,4031.0,223.0,63.0,157.0,211.1,-282.8,1.4,-4.8
2024-02-28,12300.0,4128.0,182.0,50.0,147.0,203.7,-275.1,2.8,-6.3
2024-02-29,12595.0,4024.0,176.0,56.0,150.0,206.6,-280.9,2.2,-6.6
2024-03-01,12128.0,4146.0,218.0,71.0,145.0,212.7,-287.3,1.4,-2.6
2024-03-02,12681.0,4256.0,177.0,34.0,151.0,194.9,-262.3,-2.6,8.4
2024-03-03,12139.0,3900.0,159.0,56.0,145.0,201.7,-284.4,3.6,-12.6
2024-03-04,12602.0,4438.0,196.0,79.0,150.0,184.5,-253.8,-0.3,2.8
2024-03-05,12603.0,3861.0,194.0,89.0,150.0,208.2,-282.9,-4.4,12.9
2024-03-06,12648.0,3607.0,179.0,72.0,150.0,199.9,-275.6,-2.5,6.0
2024-03-07,12652.0,3706.0,181.0,46.0,150.0,181.5,-258.4,-2.6,5.8
2024-03-08,12753.0,4706.0,193.0,86.0,151.0,187.3,-263.3,-2.7,7.0
2024-03-09,13555.0,4547.0,212.0,56.0,160.0,194.1,-260.9,-1.7,5.0
2024-03-10,12575.0,4361.0,209.0,68.0,149.0,179.1,-251.3,-3.0,7.9
2024-03-11,12730.0,4219.0,167.0,70.0,150.0,192.6,-272.2,0.3,2.4
2024-03-12,13030.0,3978.0,186.0,72.0,154.0,186.9,-254.7,-5.9,19.7
2024-03-13,12331.0,3957.0,172.0,73.0,145.0,183.6,-259.4,0.5,-2.3
2024-03-14,12990.0,4253.0,183.0,64.0,153.0,194.3,-265.6,-7.4,21.2
2024-03-15,12611.0,3854.0,173.0,45.0,148.0,188.9,-260.4,-3.5,6.7
2024-03-16,12841.0,4113.0,157.0,64.0,151.0,225.0,-310.1,-0.2,-0.7
2024-03-17,12807.0,4296.0,158.0,85.0,150.0,183.4,-254.7,-0.7,3.4
2024-03-18,12406.0,3871.0,217.0,63.0,145.0,181.0,-258.6,-1.5,3.0
2024-03-19,12534.0,3439.0,211.0,80.0,146.0,190.6,-254.5,-7.1,20.0
2024-03-20,12472.0,3745.0,187.0,66.0,145.0,193.6,-271.9,-2.8,8.5
2024-03-21,12471.0,3510.0,197.0,64.0,145.0,190.0,-265.3,-1.2,4.8
2024-03-22,12522.0,3521.0,124.0,78.0,146.0,181.8,-251.0,-8.0,20.4
2024-03-23,12826.0,3753.0,224.0,54.0,149.0,178.2,-250.2,-8.2,27.1
2024-03-24,12936.0,4062.0,197.0,65.0,150.0,188.7,-259.7,-8.3,21.5
2024-03-25,12393.0,3601.0,178.0,81.0,143.0,197.4,-284.6,-5.5,12.1
2024-03-26,12506.0,4065.0,183.0,44.0,144.0,199.3,-276.7,-6.9,19.3
2024-03-27,12387.0,3889.0,214.0,65.0,143.0,193.7,-280.6,-3.0,11.8
2024-03-28,12548.0,3681.0,176.0,69.0,144.0,190.1,-266.7,-1.1,3.9
2024-03-29,12429.0,3720.0,188.0,54.0,143.0,172.1,-244.1,-5.1,15.6
2024-03-30,12607.0,3894.0,216.0,73.0,144.0,184.1,-265.2,-6.8,20.3
2024-03-31,12876.0,4005.0,195.0,61.0,147.0,184.1,-254.6,-5.5,15.2
2024-04-01,12908.0,4227.0,209.0,62.0,147.0,168.4,-233.5,-5.3,14.3
2024-04-02,12943.0,4040.0,188.0,70.0,147.0,194.4,-267.2,0.2,0.2
2024-04-03,12431.0,4047.0,132.0,48.0,141.0,183.5,-258.2,-9.2,27.8
2024-04-04,12879.0,3810.0,188.0,46.0,146.0,179.1,-253.1,-12.1,34.7
2024-04-05,12456.0,3800.0,214.0,67.0,141.0,191.9,-273.3,-7.4,21.0
2024-04-06,12469.0,3607.0,198.0,58.0,140.0,198.8,-270.0,-8.9,24.5
2024-04-07,12015.0,3335.0,227.0,55.0,135.0,204.8,-295.3,-6.5,17.5
2024-04-08,12915.0,3290.0,202.0,46.0,145.0,171.3,-233.9,-4.6,12.5
2024-04-09,12965.0,4171.0,165.0,86.0,145.0,166.0,-234.7,-11.9,36.5
2024-04-10,12924.0,3749.0,251.0,35.0,144.0,199.8,-284.3,-6.2,18.0
2024-04-11,12654.0,3844.0,230.0,54.0,141.0,215.5,-304.5,-7.3,20.9
2024-04-12,12576.0,3765.0,181.0,86.0,140.0,201.9,-288.4,-7.7,24.3
2024-04-13,13159.0,3432.0,203.0,54.0,146.0,193.4,-267.8,-5.5,16.0
2024-04-14,12579.0,3887.0,197.0,40.0,139.0,180.1,-254.2,-11.3,33.6
2024-04-15,12522.0,3489.0,176.0,59.0,138.0,177.0,-243.7,-8.5,25.5
2024-04-16,12760.0,3331.0,162.0,62.0,140.0,191.6,-277.8,-9.3,28.3
2024-04-17,12746.0,3822.0,230.0,53.0,140.0,177.2,-244.6,-10.0,29.4
2024-04-18,12811.0,3587.0,159.0,52.0,140.0,182.0,-255.6,-11.1,31.5
2024-04-19,12888.0,3337.0,202.0,55.0,140.0,167.5,-245.3,-10.6,30.5
2024-04-20,12048.0,3351.0,209.0,66.0,131.0,173.0,-253.5,-9.2,23.8
2024-04-21,13066.0,3780.0,211.0,49.0,142.0,172.3,-243.0,-7.0,20.5
2024-04-22,12775.0,3845.0,178.0,68.0,138.0,173.8,-242.9,-14.8,39.8
2024-04-23,12397.0,3009.0,164.0,73.0,133.0,188.4,-269.1,-17.9,51.8
2024-04-24,12200.0,3507.0,169.0,62.0,131.0,167.9,-237.3,-8.7,28.1
2024-04-25,12943.0,3334.0,161.0,72.0,139.0,182.6,-256.4,-3.7,10.3
2024-04-26,12810.0,3857.0,164.0,57.0,137.0,163.0,-228.8,-8.4,24.9
2024-04-27,12666.0,3313.0,220.0,62.0,135.0,186.1,-262.6,-10.5,29.9
2024-04-28,12595.0,3396.0,218.0,26.0,134.0,186.6,-271.7,-12.8,38.2
2024-04-29,12992.0,3329.0,195.0,70.0,137.0,154.6,-215.7,-11.5,32.9
2024-04-30,12787.0,3409.0,172.0,40.0,135.0,170.4,-242.1,-12.6,36.3
2024-05-01,12467.0,3299.0,202.0,49.0,131.0,156.4,-227.5,-8.6,23.7
2024-05-02,12724.0,3561.0,219.0,41.0,133.0,161.3,-233.4,-9.4,28.2
2024-05-03,12789.0,3622.0,205.0,65.0,134.0,168.3,-234.8,-10.6,29.4
2024-05-04,12889.0,3345.0,243.0,51.0,134.0,164.3,-239.2,-7.0,17.3
2024-05-05,12085.0,3334.0,198.0,51.0,125.0,167.8,-237.9,-10.2,30.4
2024-05-06,12457.0,3526.0,202.0,43.0,129.0,166.7,-240.2,-12.5,40.0
2024-05-07,12993.0,3708.0,215.0,63.0,134.0,173.2,-242.4,-10.4,32.8
2024-05-08,12475.0,3514.0,194.0,54.0,128.0,149.8,-221.6,-9.7,28.8
2024-05-09,12606.0,3623.0,160.0,60.0,129.0,167.1,-237.6,-16.2,46.8
2024-05-10,12721.0,3461.0,161.0,67.0,130.0,156.9,-225.8,-10.0,30.6
2024-05-11,12122.0,2885.0,187.0,53.0,123.0,165.6,-237.3,-9.5,27.7
2024-05-12,12332.0,3104.0,151.0,39.0,125.0,192.5,-286.1,-15.3,44.5
2024-05-13,12139.0,2995.0,197.0,73.0,123.0,163.0,-230.2,-13.0,38.4
2024-05-14,12538.0,3337.0,207.0,50.0,126.0,148.8,-214.1,-9.5,29.8
2024-05-15,12093.0,3149.0,216.0,45.0,121.0,155.4,-217.7,-14.7,46.1
2024-05-16,12254.0,3004.0,191.0,82.0,122.0,142.9,-200.4,-13.7,41.7
2024-05-17,12510.0,3280.0,202.0,77.0,125.0,151.0,-210.5,-15.1,45.4
2024-05-18,12227.0,3549.0,162.0,53.0,121.0,176.8,-261.4,-12.2,36.5
2024-05-19,11924.0,3040.0,178.0,55.0,118.0,159.2,-234.5,-15.2,44.7
2024-05-20,11648.0,3097.0,237.0,50.0,115.0,152.4,-223.6,-13.5,40.4
2024-05-21,12230.0,3197.0,188.0,73.0,120.0,176.1,-254.6,-16.2,48.1
2024-05-22,11951.0,3396.0,157.0,64.0,117.0,166.4,-234.4,-15.0,42.4
2024-05-23,12505.0,3182.0,221.0,49.0,122.0,170.9,-253.3,-12.3,36.7
2024-05-24,11601.0,3141.0,217.0,52.0,113.0,161.3,-232.0,-11.8,33.7
2024-05-25,12050.0,3104.0,182.0,80.0,117.0,145.9,-212.1,-13.7,39.3
2024-05-26,11917.0,2986.0,232.0,59.0,115.0,153.1,-220.5,-14.2,46.2
2024-05-27,11350.0,3293.0,226.0,55.0,109.0,152.1,-227.5,-19.7,59.5
2024-05-28,11883.0,3007.0,185.0,51.0,114.0,142.7,-212.5,-15.3,43.0
2024-05-29,11850.0,2760.0,212.0,49.0,113.0,140.5,-209.1,-15.9,44.3
2024-05-30,11899.0,3137.0,239.0,84.0,113.0,144.5,-211.1,-11.7,34.1
2024-05-31,10996.0,2763.0,202.0,58.0,104.0,181.7,-266.9,-18.2,53.6
2024-06-01,11462.0,2995.0,170.0,65.0,108.0,143.7,-210.1,-12.9,38.7
2024-06-02,11953.0,3190.0,191.0,50.0,113.0,153.2,-223.3,-17.8,53.8
2024-06-03,11297.0,2900.0,213.0,82.0,106.0,161.1,-246.2,-16.8,49.6
2024-06-04,12240.0,2915.0,279.0,59.0,114.0,148.0,-208.6,-11.3,33.3
2024-06-05,11685.0,3279.0,203.0,49.0,109.0,152.0,-223.8,-12.3,36.0
2024-06-06,11352.0,2465.0,243.0,53.0,105.0,135.3,-202.2,-15.7,48.2
2024-06-07,11816.0,2863.0,229.0,69.0,109.0,156.1,-228.0,-18.2,53.7
2024-06-08,11199.0,2855.0,198.0,58.0,103.0,137.0,-202.1,-23.7,72.1
2024-06-09,11582.0,2843.0,209.0,57.0,106.0,148.4,-221.8,-14.9,44.4
2024-06-10,11885.0,3018.0,209.0,48.0,109.0,150.0,-222.5,-14.2,43.1
2024-06-11,11951.0,3004.0,243.0,55.0,109.0,153.4,-225.0,-15.8,50.5
2024-06-12,11561.0,2800.0,204.0,58.0,105.0,166.2,-244.0,-19.3,59.0
2024-06-13,11239.0,3067.0,210.0,33.0,102.0,147.5,-216.3,-19.5,57.7
2024-06-14,11575.0,3085.0,203.0,65.0,105.0,139.5,-199.4,-16.8,48.8
2024-06-15,10752.0,2621.0,173.0,73.0,97.0,155.5,-234.5,-22.2,69.0
2024-06-16,11213.0,2737.0,187.0,53.0,101.0,155.0,-225.7,-15.5,45.0
2024-06-17,11296.0,2810.0,205.0,56.0,101.0,137.3,-206.9,-17.4,55.4
2024-06-18,11256.0,3056.0,206.0,66.0,100.0,131.3,-188.0,-22.1,68.6
2024-06-19,11411.0,2751.0,193.0,53.0,101.0,147.6,-215.1,-22.3,66.5
2024-06-20,11226.0,2512.0,237.0,43.0,99.0,138.9,-206.0,-16.6,51.5
2024-06-21,11159.0,2971.0,234.0,37.0,99.0,144.7,-213.6,-18.2,53.5
2024-06-22,11147.0,3170.0,174.0,53.0,98.0,133.5,-193.8,-19.9,61.1
2024-06-23,10995.0,2652.0,238.0,58.0,97.0,129.2,-193.5,-15.9,50.8
2024-06-24,11033.0,2899.0,229.0,52.0,97.0,151.1,-221.7,-14.6,46.9
2024-06-25,10944.0,2564.0,185.0,41.0,95.0,144.0,-206.8,-14.9,45.8
2024-06-26,10881.0,2446.0,169.0,54.0,95.0,134.3,-209.5,-18.7,57.0
2024-06-27,11103.0,2391.0,204.0,57.0,96.0,140.8,-217.0,-20.7,64.0
2024-06-28,10901.0,2697.0,212.0,57.0,94.0,129.5,-202.8,-20.3,63.1
2024-06-29,11043.0,2474.0,191.0,50.0,95.0,137.9,-203.8,-16.2,49.2
2024-06-30,10631.0,2694.0,231.0,42.0,91.0,136.2,-199.2,-19.2,54.6
2024-07-01,10460.0,2711.0,208.0,63.0,90.0,141.4,-210.1,-13.9,42.2
2024-07-02,10853.0,3116.0,197.0,55.0,93.0,130.6,-189.5,-18.9,56.0
2024-07-03,10421.0,2506.0,235.0,54.0,89.0,137.7,-209.1,-19.1,57.9
2024-07-04,10773.0,2797.0,252.0,45.0,92.0,148.1,-223.3,-12.7,35.8
2024-07-05,10865.0,2671.0,228.0,33.0,92.0,148.0,-222.8,-18.5,59.4
2024-07-06,10948.0,2858.0,268.0,46.0,93.0,136.0,-195.9,-20.9,62.7
2024-07-07,10676.0,2704.0,184.0,59.0,90.0,142.5,-207.6,-18.1,54.0
2024-07-08,10843.0,2450.0,202.0,53.0,91.0,142.7,-221.7,-15.3,49.2
2024-07-09,10745.0,3007.0,237.0,47.0,90.0,138.2,-201.6,-19.5,59.5
2024-07-10,10276.0,2524.0,192.0,60.0,86.0,144.0,-220.2,-17.6,53.4
2024-07-11,10646.0,2749.0,253.0,40.0,89.0,135.5,-213.9,-19.4,59.7
2024-07-12,10312.0,2403.0,189.0,52.0,86.0,137.0,-212.0,-21.1,64.4
2024-07-13,10596.0,2548.0,208.0,36.0,88.0,148.2,-226.8,-20.7,63.3
2024-07-14,10634.0,2746.0,241.0,40.0,88.0,132.5,-206.6,-20.8,64.6
2024-07-15,10453.0,2308.0,206.0,54.0,87.0,140.1,-211.2,-21.0,61.1
2024-07-16,10358.0,2705.0,181.0,42.0,86.0,132.0,-195.1,-17.4,53.4
2024-07-17,10402.0,2729.0,244.0,44.0,86.0,142.1,-213.9,-22.8,71.2
2024-07-18,10552.0,2288.0,222.0,48.0,87.0,150.2,-228.2,-14.2,45.2
2024-07-19,10211.0,2090.0,225.0,56.0,84.0,144.6,-223.5,-22.2,68.3
2024-07-20,9902.0,2240.0,224.0,47.0,81.0,127.9,-200.8,-16.2,49.4
2024-07-21,9659.0,2135.0,225.0,44.0,79.0,144.2,-220.2,-18.1,56.2
2024-07-22,9843.0,2447.0,236.0,61.0,80.0,143.6,-216.6,-11.5,35.7
2024-07-23,9778.0,2785.0,224.0,43.0,80.0,139.6,-209.8,-16.9,50.7
2024-07-24,10121.0,2696.0,218.0,58.0,82.0,143.0,-218.1,-15.7,48.3
2024-07-25,9844.0,2253.0,190.0,59.0,80.0,138.8,-210.1,-14.4,41.5
2024-07-26,10059.0,2300.0,186.0,27.0,82.0,129.0,-188.6,-13.2,41.0
2024-07-27,9609.0,2616.0,187.0,52.0,78.0,119.4,-183.7,-19.2,58.2
2024-07-28,9719.0,2535.0,207.0,38.0,79.0,132.6,-198.8,-11.5,40.0
2024-07-29,9826.0,2366.0,217.0,58.0,79.0,131.3,-191.8,-18.7,58.4
2024-07-30,9957.0,2464.0,215.0,62.0,80.0,146.1,-226.9,-18.6,57.0
2024-07-31,9976.0,2596.0,241.0,42.0,80.0,138.2,-212.4,-17.6,55.6
2024-08-01,10118.0,2236.0,228.0,41.0,82.0,116.7,-176.1,-8.3,27.1
2024-08-02,9340.0,2293.0,199.0,47.0,75.0,139.5,-210.5,-15.0,44.6
2024-08-03,9872.0,2447.0,221.0,44.0,79.0,120.9,-177.5,-20.5,62.8
2024-08-04,10269.0,2588.0,248.0,29.0,83.0,132.5,-192.9,-11.8,36.3
2024-08-05,9654.0,2620.0,225.0,66.0,78.0,113.5,-176.5,-11.9,38.9
2024-08-06,9865.0,2705.0,259.0,31.0,79.0,127.5,-198.0,-22.6,74.4
2024-08-07,9523.0,2419.0,230.0,39.0,76.0,150.5,-227.8,-10.7,33.4
2024-08-08,9421.0,2562.0,200.0,60.0,76.0,139.5,-221.0,-12.2,35.8
2024-08-09,8608.0,2192.0,201.0,50.0,69.0,140.1,-210.2,-17.4,55.3
2024-08-10,9834.0,2175.0,249.0,38.0,79.0,148.1,-230.7,-18.4,55.7
2024-08-11,9844.0,2462.0,252.0,51.0,79.0,139.1,-212.5,-19.5,59.7
2024-08-12,9659.0,2529.0,235.0,40.0,77.0,134.2,-205.7,-18.9,57.6
2024-08-13,9321.0,2689.0,184.0,41.0,75.0,135.0,-205.5,-15.4,47.4
2024-08-14,9586.0,2557.0,217.0,52.0,77.0,120.7,-184.1,-20.1,65.9
2024-08-15,9901.0,2624.0,248.0,40.0,79.0,145.1,-225.2,-14.4,44.8
2024-08-16,9319.0,2402.0,246.0,63.0,75.0,130.9,-202.4,-17.4,55.9
2024-08-17,9794.0,2407.0,229.0,33.0,78.0,127.8,-187.8,-15.4,48.4
2024-08-18,9597.0,2567.0,210.0,56.0,77.0,136.7,-210.3,-18.2,56.0
2024-08-19,9398.0,2361.0,234.0,48.0,75.0,131.6,-201.7,-10.9,33.8
2024-08-20,9417.0,2731.0,207.0,36.0,75.0,138.4,-212.3,-17.0,53.6
2024-08-21,9449.0,2539.0,228.0,54.0,76.0,147.4,-225.6,-18.9,61.4
2024-08-22,9104.0,2384.0,234.0,39.0,73.0,131.6,-197.7,-14.4,44.5
2024-08-23,9361.0,2230.0,220.0,37.0,75.0,145.2,-230.4,-16.9,51.5
2024-08-24,8934.0,2317.0,204.0,54.0,72.0,119.4,-190.9,-13.9,43.0
2024-08-25,9726.0,2741.0,243.0,42.0,78.0,140.1,-227.3,-18.2,54.9
2024-08-26,9235.0,2311.0,239.0,45.0,74.0,146.4,-232.2,-18.1,56.8
2024-08-27,9276.0,2764.0,228.0,70.0,75.0,149.1,-235.0,-19.2,58.9
2024-08-28,9051.0,2605.0,226.0,50.0,73.0,134.5,-199.0,-18.8,59.7
2024-08-29,8810.0,2115.0,209.0,44.0,71.0,146.1,-226.2,-11.9,39.6
2024-08-30,9513.0,2765.0,202.0,52.0,77.0,147.0,-229.2,-17.6,53.3
2024-08-31,9081.0,2440.0,218.0,45.0,73.0,121.4,-185.4,-17.0,54.7
2024-09-01,8470.0,2192.0,200.0,33.0,68.0,132.8,-209.0,-17.9,58.9
2024-09-02,9169.0,2406.0,216.0,34.0,74.0,144.3,-223.3,-8.8,29.7
2024-09-03,8786.0,2675.0,238.0,42.0,71.0,131.6,-205.8,-12.7,39.9
2024-09-04,9070.0,2409.0,185.0,39.0,74.0,114.6,-180.6,-15.4,49.2
2024-09-05,8977.0,2438.0,216.0,42.0,73.0,145.9,-216.9,-11.3,35.4
2024-09-06,9086.0,2633.0,222.0,27.0,74.0,137.9,-213.4,-16.3,50.6
2024-09-07,8784.0,2793.0,193.0,43.0,72.0,152.5,-248.6,-5.7,19.7
2024-09-08,8865.0,2599.0,220.0,42.0,72.0,136.7,-217.3,-18.0,60.3
2024-09-09,9294.0,2259.0,251.0,39.0,76.0,148.1,-231.2,-11.7,40.0
2024-09-10,8929.0,2532.0,197.0,45.0,73.0,129.0,-206.5,-10.3,32.4
2024-09-11,8508.0,2499.0,188.0,38.0,70.0,132.6,-207.8,-12.8,42.6
2024-09-12,9268.0,3046.0,206.0,44.0,76.0,146.9,-227.0,-9.7,30.6
2024-09-13,8728.0,2262.0,224.0,38.0,72.0,140.3,-216.6,-13.6,42.2
2024-09-14,9052.0,2653.0,244.0,56.0,75.0,144.7,-212.6,-13.7,40.5
2024-09-15,9053.0,2559.0,221.0,53.0,75.0,144.2,-227.2,-15.1,46.6
2024-09-16,8715.0,2435.0,257.0,32.0,72.0,144.9,-223.9,-11.2,37.0
2024-09-17,8226.0,2078.0,198.0,29.0,68.0,134.0,-217.1,-8.8,26.7
2024-09-18,8409.0,2303.0,241.0,39.0,70.0,141.3,-217.6,-20.1,62.5
2024-09-19,8887.0,2763.0,210.0,47.0,74.0,141.9,-218.6,-9.3,28.5
2024-09-20,9289.0,2531.0,237.0,60.0,78.0,150.4,-235.8,-12.1,37.0
2024-09-21,8786.0,2620.0,245.0,44.0,74.0,152.2,-235.4,-13.5,42.4
2024-09-22,8707.0,2738.0,217.0,28.0,73.0,153.8,-242.0,-16.3,54.3
2024-09-23,8665.0,2366.0,235.0,28.0,73.0,156.1,-247.3,-13.8,43.9
2024-09-24,8660.0,2580.0,219.0,42.0,73.0,138.9,-212.7,-10.6,32.0
2024-09-25,8528.0,2650.0,206.0,31.0,72.0,152.5,-233.6,-13.8,44.6
2024-09-26,8881.0,2860.0,223.0,35.0,75.0,131.7,-194.8,-14.3,43.2
2024-09-27,9226.0,2570.0,253.0,49.0,79.0,157.8,-253.4,-11.9,38.8
2024-09-28,8772.0,2506.0,248.0,25.0,75.0,149.1,-230.0,-15.7,51.9
2024-09-29,9028.0,2546.0,212.0,42.0,77.0,132.6,-208.3,-13.6,44.3
2024-09-30,8241.0,2404.0,242.0,43.0,71.0,152.1,-234.7,-11.3,39.2
2024-10-01,8798.0,2572.0,226.0,48.0,76.0,150.9,-229.8,-16.6,51.8
2024-10-02,8848.0,2662.0,233.0,38.0,76.0,125.5,-196.4,-18.8,59.7
2024-10-03,9258.0,3023.0,184.0,43.0,80.0,142.4,-231.9,-9.9,32.5
2024-10-04,8879.0,2955.0,217.0,40.0,77.0,145.3,-227.4,-13.1,43.9
2024-10-05,9165.0,3051.0,220.0,30.0,80.0,147.6,-228.9,-12.2,38.0
2024-10-06,8547.0,2873.0,187.0,31.0,75.0,136.6,-217.6,-7.9,26.6
2024-10-07,8519.0,2620.0,202.0,46.0,75.0,141.9,-219.3,-13.7,43.2
2024-10-08,9087.0,2883.0,217.0,39.0,80.0,155.2,-243.7,-13.9,44.1
2024-10-09,8972.0,2541.0,229.0,44.0,79.0,143.0,-216.3,-12.6,40.8
2024-10-10,9047.0,2433.0,249.0,54.0,80.0,151.4,-236.2,-12.0,39.9
2024-10-11,8922.0,2899.0,224.0,44.0,79.0,140.6,-222.7,-10.4,33.7
2024-10-12,8890.0,2619.0,204.0,38.0,79.0,169.7,-271.5,-10.8,35.3
2024-10-13,8711.0,2801.0,208.0,49.0,78.0,145.5,-233.3,-7.9,26.3
2024-10-14,8634.0,2439.0,215.0,32.0,77.0,151.9,-247.7,-15.0,49.8
2024-10-15,8777.0,2743.0,206.0,34.0,79.0,154.9,-243.4,-10.8,33.9
2024-10-16,8701.0,2879.0,211.0,40.0,79.0,172.8,-279.0,-13.8,45.2
2024-10-17,8991.0,2768.0,221.0,50.0,81.0,146.5,-229.5,-15.5,49.9
2024-10-18,9111.0,2945.0,229.0,47.0,83.0,150.1,-242.3,-7.3,23.9
2024-10-19,8948.0,2766.0,214.0,50.0,82.0,150.2,-242.9,-9.9,33.9
2024-10-20,8693.0,2701.0,211.0,49.0,80.0,148.8,-241.1,-11.6,38.6
2024-10-21,8724.0,2733.0,205.0,44.0,80.0,133.5,-214.7,-11.9,38.4
2024-10-22,9235.0,3094.0,235.0,53.0,85.0,151.9,-241.5,-4.4,13.8
2024-10-23,8672.0,2644.0,213.0,20.0,80.0,158.0,-257.0,-10.4,33.0
2024-10-24,9015.0,2740.0,211.0,43.0,84.0,147.0,-231.6,-11.4,37.4
2024-10-25,9527.0,3037.0,235.0,39.0,89.0,152.6,-246.4,-7.4,24.2
2024-10-26,8876.0,2759.0,209.0,42.0,83.0,158.2,-250.1,-10.3,34.3
2024-10-27,8855.0,3060.0,223.0,42.0,83.0,165.7,-269.9,-4.1,15.2
2024-10-28,9426.0,2912.0,240.0,38.0,89.0,158.7,-253.2,-4.5,16.8
2024-10-29,9217.0,3011.0,256.0,40.0,87.0,152.8,-241.1,-5.9,19.6
2024-10-30,9241.0,2975.0,242.0,56.0,88.0,155.5,-252.0,-6.2,18.8
2024-10-31,8852.0,3022.0,225.0,52.0,84.0,167.0,-278.4,-13.2,40.9
2024-11-01,8856.0,2753.0,199.0,41.0,85.0,186.3,-296.3,-10.7,36.1
2024-11-02,9097.0,2819.0,199.0,43.0,87.0,161.6,-265.8,-6.4,22.4
2024-11-03,9197.0,2667.0,215.0,50.0,88.0,163.3,-260.6,-11.0,35.4
2024-11-04,8536.0,2693.0,207.0,58.0,82.0,168.2,-274.3,-7.5,25.9
2024-11-05,9439.0,3248.0,252.0,39.0,91.0,182.2,-296.1,-3.5,12.0
2024-11-06,9309.0,2874.0,249.0,52.0,90.0,159.2,-255.3,-4.8,15.0
2024-11-07,9198.0,3003.0,231.0,54.0,90.0,169.2,-275.6,-8.2,29.5
2024-11-08,9058.0,2990.0,215.0,42.0,89.0,168.2,-270.5,-3.3,10.6
